id,Specialism,max_threshold_value,alignment_sum,alignment_sum_relative,alignment_mean,max,min
38,Incident response (Industrial Control Systems),NA,NA,NA,NA,NA,NA
38,Network Monitoring & Intrusion Detection,NA,NA,NA,NA,NA,NA
38,Secure Operations,NA,NA,NA,NA,NA,NA
38,Secure Operations (Industrial control systems),NA,NA,NA,NA,NA,NA
38,Secure System Architecture & Design,NA,NA,NA,NA,NA,NA
38,Secure System Architecture & Design (Industrial Control Systems),NA,NA,NA,NA,NA,NA
38,Secure System Development,NA,NA,NA,NA,NA,NA
38,Secure System Development (Industrial Control Systems),NA,NA,NA,NA,NA,NA
38,Security Testing,NA,NA,NA,NA,NA,NA
38,Vulnerability Management,NA,NA,NA,NA,NA,NA
39,Cryptography & Communications Security (Cryptographer),NA,NA,NA,NA,NA,NA
39,Cryptography & Communications Security (Secure Communications Operator),NA,NA,NA,NA,NA,NA
39,Cyber Security Audit & Assurance,NA,NA,NA,NA,NA,NA
39,Cyber Security Governance & Risk Management,NA,NA,NA,NA,NA,NA
39,Cyber Security Governance & Risk Management (Industrial Control Systems),NA,NA,NA,NA,NA,NA
39,Cyber Security Management,NA,NA,NA,NA,NA,NA
39,Cyber Threat Intelligence,NA,NA,NA,NA,NA,NA
39,Data Protection & Privacy,NA,NA,NA,NA,NA,NA
39,Digital Forensics,NA,NA,NA,NA,NA,NA
39,Digital Forensics (Industrial Control Systems),NA,NA,NA,NA,NA,NA
39,Identity & Access Management,NA,NA,NA,NA,NA,NA
39,Incident response,NA,NA,NA,NA,NA,NA
39,Incident response (Industrial Control Systems),NA,NA,NA,NA,NA,NA
39,Network Monitoring & Intrusion Detection,NA,NA,NA,NA,NA,NA
39,Secure Operations,NA,NA,NA,NA,NA,NA
39,Secure Operations (Industrial control systems),NA,NA,NA,NA,NA,NA
39,Secure System Architecture & Design,NA,NA,NA,NA,NA,NA
39,Secure System Architecture & Design (Industrial Control Systems),NA,NA,NA,NA,NA,NA
39,Secure System Development,NA,NA,NA,NA,NA,NA
39,Secure System Development (Industrial Control Systems),NA,NA,NA,NA,NA,NA
39,Security Testing,NA,NA,NA,NA,NA,NA
39,Vulnerability Management,NA,NA,NA,NA,NA,NA
40,Cryptography & Communications Security (Cryptographer),NA,NA,NA,NA,NA,NA
40,Cryptography & Communications Security (Secure Communications Operator),NA,NA,NA,NA,NA,NA
40,Cyber Security Audit & Assurance,NA,NA,NA,NA,NA,NA
40,Cyber Security Governance & Risk Management,NA,NA,NA,NA,NA,NA
40,Cyber Security Governance & Risk Management (Industrial Control Systems),NA,NA,NA,NA,NA,NA
40,Cyber Security Management,NA,NA,NA,NA,NA,NA
40,Cyber Threat Intelligence,NA,NA,NA,NA,NA,NA
40,Data Protection & Privacy,NA,NA,NA,NA,NA,NA
40,Digital Forensics,NA,NA,NA,NA,NA,NA
40,Digital Forensics (Industrial Control Systems),NA,NA,NA,NA,NA,NA
40,Identity & Access Management,NA,NA,NA,NA,NA,NA
40,Incident response,NA,NA,NA,NA,NA,NA
40,Incident response (Industrial Control Systems),NA,NA,NA,NA,NA,NA
40,Network Monitoring & Intrusion Detection,NA,NA,NA,NA,NA,NA
40,Secure Operations,NA,NA,NA,NA,NA,NA
40,Secure Operations (Industrial control systems),NA,NA,NA,NA,NA,NA
40,Secure System Architecture & Design,NA,NA,NA,NA,NA,NA
40,Secure System Architecture & Design (Industrial Control Systems),NA,NA,NA,NA,NA,NA
40,Secure System Development,NA,NA,NA,NA,NA,NA
40,Secure System Development (Industrial Control Systems),NA,NA,NA,NA,NA,NA
40,Security Testing,NA,NA,NA,NA,NA,NA
40,Vulnerability Management,NA,NA,NA,NA,NA,NA
41,Cryptography & Communications Security (Cryptographer),NA,NA,NA,NA,NA,NA
41,Cryptography & Communications Security (Secure Communications Operator),NA,NA,NA,NA,NA,NA
41,Cyber Security Audit & Assurance,NA,NA,NA,NA,NA,NA
41,Cyber Security Governance & Risk Management,NA,NA,NA,NA,NA,NA
41,Cyber Security Governance & Risk Management (Industrial Control Systems),NA,NA,NA,NA,NA,NA
41,Cyber Security Management,NA,NA,NA,NA,NA,NA
41,Cyber Threat Intelligence,NA,NA,NA,NA,NA,NA
41,Data Protection & Privacy,NA,NA,NA,NA,NA,NA
41,Digital Forensics,NA,NA,NA,NA,NA,NA
41,Digital Forensics (Industrial Control Systems),NA,NA,NA,NA,NA,NA
41,Identity & Access Management,NA,NA,NA,NA,NA,NA
41,Incident response,NA,NA,NA,NA,NA,NA
41,Incident response (Industrial Control Systems),NA,NA,NA,NA,NA,NA
41,Network Monitoring & Intrusion Detection,NA,NA,NA,NA,NA,NA
41,Secure Operations,NA,NA,NA,NA,NA,NA
41,Secure Operations (Industrial control systems),NA,NA,NA,NA,NA,NA
41,Secure System Architecture & Design,NA,NA,NA,NA,NA,NA
41,Secure System Architecture & Design (Industrial Control Systems),NA,NA,NA,NA,NA,NA
41,Secure System Development,NA,NA,NA,NA,NA,NA
41,Secure System Development (Industrial Control Systems),NA,NA,NA,NA,NA,NA
41,Security Testing,NA,NA,NA,NA,NA,NA
41,Vulnerability Management,NA,NA,NA,NA,NA,NA
42,Cryptography & Communications Security (Cryptographer),NA,NA,NA,NA,NA,NA
42,Cryptography & Communications Security (Secure Communications Operator),NA,NA,NA,NA,NA,NA
42,Cyber Security Audit & Assurance,NA,NA,NA,NA,NA,NA
42,Cyber Security Governance & Risk Management,NA,NA,NA,NA,NA,NA
42,Cyber Security Governance & Risk Management (Industrial Control Systems),NA,NA,NA,NA,NA,NA
42,Cyber Security Management,NA,NA,NA,NA,NA,NA
42,Cyber Threat Intelligence,NA,NA,NA,NA,NA,NA
42,Data Protection & Privacy,NA,NA,NA,NA,NA,NA
42,Digital Forensics,NA,NA,NA,NA,NA,NA
42,Digital Forensics (Industrial Control Systems),NA,NA,NA,NA,NA,NA
42,Identity & Access Management,NA,NA,NA,NA,NA,NA
42,Incident response,NA,NA,NA,NA,NA,NA
42,Incident response (Industrial Control Systems),NA,NA,NA,NA,NA,NA
42,Network Monitoring & Intrusion Detection,NA,NA,NA,NA,NA,NA
42,Secure Operations,NA,NA,NA,NA,NA,NA
42,Secure Operations (Industrial control systems),NA,NA,NA,NA,NA,NA
42,Secure System Architecture & Design,NA,NA,NA,NA,NA,NA
42,Secure System Architecture & Design (Industrial Control Systems),NA,NA,NA,NA,NA,NA
42,Secure System Development,NA,NA,NA,NA,NA,NA
42,Secure System Development (Industrial Control Systems),NA,NA,NA,NA,NA,NA
42,Security Testing,NA,NA,NA,NA,NA,NA
42,Vulnerability Management,NA,NA,NA,NA,NA,NA
43,Cryptography & Communications Security (Cryptographer),NA,NA,NA,NA,NA,NA
43,Cryptography & Communications Security (Secure Communications Operator),NA,NA,NA,NA,NA,NA
43,Cyber Security Audit & Assurance,NA,NA,NA,NA,NA,NA
43,Cyber Security Governance & Risk Management,NA,NA,NA,NA,NA,NA
43,Cyber Security Governance & Risk Management (Industrial Control Systems),NA,NA,NA,NA,NA,NA
43,Cyber Security Management,NA,NA,NA,NA,NA,NA
43,Cyber Threat Intelligence,NA,NA,NA,NA,NA,NA
43,Data Protection & Privacy,NA,NA,NA,NA,NA,NA
43,Digital Forensics,NA,NA,NA,NA,NA,NA
43,Digital Forensics (Industrial Control Systems),NA,NA,NA,NA,NA,NA
43,Identity & Access Management,NA,NA,NA,NA,NA,NA
43,Incident response,NA,NA,NA,NA,NA,NA
43,Incident response (Industrial Control Systems),NA,NA,NA,NA,NA,NA
43,Network Monitoring & Intrusion Detection,NA,NA,NA,NA,NA,NA
43,Secure Operations,NA,NA,NA,NA,NA,NA
43,Secure Operations (Industrial control systems),NA,NA,NA,NA,NA,NA
43,Secure System Architecture & Design,NA,NA,NA,NA,NA,NA
43,Secure System Architecture & Design (Industrial Control Systems),NA,NA,NA,NA,NA,NA
43,Secure System Development,NA,NA,NA,NA,NA,NA
43,Secure System Development (Industrial Control Systems),NA,NA,NA,NA,NA,NA
43,Security Testing,NA,NA,NA,NA,NA,NA
43,Vulnerability Management,NA,NA,NA,NA,NA,NA
44,Cryptography & Communications Security (Cryptographer),NA,NA,NA,NA,NA,NA
44,Cryptography & Communications Security (Secure Communications Operator),NA,NA,NA,NA,NA,NA
44,Cyber Security Audit & Assurance,NA,NA,NA,NA,NA,NA
44,Cyber Security Governance & Risk Management,NA,NA,NA,NA,NA,NA
44,Cyber Security Governance & Risk Management (Industrial Control Systems),NA,NA,NA,NA,NA,NA
44,Cyber Security Management,NA,NA,NA,NA,NA,NA
44,Cyber Threat Intelligence,NA,NA,NA,NA,NA,NA
44,Data Protection & Privacy,NA,NA,NA,NA,NA,NA
44,Digital Forensics,NA,NA,NA,NA,NA,NA
44,Digital Forensics (Industrial Control Systems),NA,NA,NA,NA,NA,NA
44,Identity & Access Management,NA,NA,NA,NA,NA,NA
44,Incident response,NA,NA,NA,NA,NA,NA
44,Incident response (Industrial Control Systems),NA,NA,NA,NA,NA,NA
44,Network Monitoring & Intrusion Detection,NA,NA,NA,NA,NA,NA
44,Secure Operations,NA,NA,NA,NA,NA,NA
44,Secure Operations (Industrial control systems),NA,NA,NA,NA,NA,NA
44,Secure System Architecture & Design,NA,NA,NA,NA,NA,NA
44,Secure System Architecture & Design (Industrial Control Systems),NA,NA,NA,NA,NA,NA
44,Secure System Development,NA,NA,NA,NA,NA,NA
44,Secure System Development (Industrial Control Systems),NA,NA,NA,NA,NA,NA
44,Security Testing,NA,NA,NA,NA,NA,NA
44,Vulnerability Management,NA,NA,NA,NA,NA,NA
45,Cryptography & Communications Security (Cryptographer),NA,NA,NA,NA,NA,NA
45,Cryptography & Communications Security (Secure Communications Operator),NA,NA,NA,NA,NA,NA
45,Cyber Security Audit & Assurance,NA,NA,NA,NA,NA,NA
45,Cyber Security Governance & Risk Management,NA,NA,NA,NA,NA,NA
45,Cyber Security Governance & Risk Management (Industrial Control Systems),NA,NA,NA,NA,NA,NA
45,Cyber Security Management,NA,NA,NA,NA,NA,NA
45,Cyber Threat Intelligence,NA,NA,NA,NA,NA,NA
45,Data Protection & Privacy,NA,NA,NA,NA,NA,NA
45,Digital Forensics,NA,NA,NA,NA,NA,NA
45,Digital Forensics (Industrial Control Systems),NA,NA,NA,NA,NA,NA
45,Identity & Access Management,NA,NA,NA,NA,NA,NA
45,Incident response,NA,NA,NA,NA,NA,NA
45,Incident response (Industrial Control Systems),NA,NA,NA,NA,NA,NA
45,Network Monitoring & Intrusion Detection,NA,NA,NA,NA,NA,NA
45,Secure Operations,NA,NA,NA,NA,NA,NA
45,Secure Operations (Industrial control systems),NA,NA,NA,NA,NA,NA
45,Secure System Architecture & Design,NA,NA,NA,NA,NA,NA
45,Secure System Architecture & Design (Industrial Control Systems),NA,NA,NA,NA,NA,NA
45,Secure System Development,NA,NA,NA,NA,NA,NA
45,Secure System Development (Industrial Control Systems),NA,NA,NA,NA,NA,NA
45,Security Testing,NA,NA,NA,NA,NA,NA
45,Vulnerability Management,NA,NA,NA,NA,NA,NA
46,Cryptography & Communications Security (Cryptographer),NA,NA,NA,NA,NA,NA
46,Cryptography & Communications Security (Secure Communications Operator),NA,NA,NA,NA,NA,NA
46,Cyber Security Audit & Assurance,NA,NA,NA,NA,NA,NA
46,Cyber Security Governance & Risk Management,NA,NA,NA,NA,NA,NA
46,Cyber Security Governance & Risk Management (Industrial Control Systems),NA,NA,NA,NA,NA,NA
46,Cyber Security Management,NA,NA,NA,NA,NA,NA
46,Cyber Threat Intelligence,NA,NA,NA,NA,NA,NA
46,Data Protection & Privacy,NA,NA,NA,NA,NA,NA
46,Digital Forensics,NA,NA,NA,NA,NA,NA
46,Digital Forensics (Industrial Control Systems),NA,NA,NA,NA,NA,NA
46,Identity & Access Management,NA,NA,NA,NA,NA,NA
46,Incident response,NA,NA,NA,NA,NA,NA
46,Incident response (Industrial Control Systems),NA,NA,NA,NA,NA,NA
46,Network Monitoring & Intrusion Detection,NA,NA,NA,NA,NA,NA
46,Secure Operations,NA,NA,NA,NA,NA,NA
46,Secure Operations (Industrial control systems),NA,NA,NA,NA,NA,NA
46,Secure System Architecture & Design,NA,NA,NA,NA,NA,NA
46,Secure System Architecture & Design (Industrial Control Systems),NA,NA,NA,NA,NA,NA
46,Secure System Development,NA,NA,NA,NA,NA,NA
46,Secure System Development (Industrial Control Systems),NA,NA,NA,NA,NA,NA
46,Security Testing,NA,NA,NA,NA,NA,NA
46,Vulnerability Management,NA,NA,NA,NA,NA,NA
47,Cryptography & Communications Security (Cryptographer),NA,NA,NA,NA,NA,NA
47,Cryptography & Communications Security (Secure Communications Operator),NA,NA,NA,NA,NA,NA
47,Cyber Security Audit & Assurance,NA,NA,NA,NA,NA,NA
47,Cyber Security Governance & Risk Management,NA,NA,NA,NA,NA,NA
47,Cyber Security Governance & Risk Management (Industrial Control Systems),NA,NA,NA,NA,NA,NA
47,Cyber Security Management,NA,NA,NA,NA,NA,NA
47,Cyber Threat Intelligence,NA,NA,NA,NA,NA,NA
47,Data Protection & Privacy,NA,NA,NA,NA,NA,NA
47,Digital Forensics,NA,NA,NA,NA,NA,NA
47,Digital Forensics (Industrial Control Systems),NA,NA,NA,NA,NA,NA
47,Identity & Access Management,NA,NA,NA,NA,NA,NA
47,Incident response,NA,NA,NA,NA,NA,NA
47,Incident response (Industrial Control Systems),NA,NA,NA,NA,NA,NA
47,Network Monitoring & Intrusion Detection,NA,NA,NA,NA,NA,NA
47,Secure Operations,NA,NA,NA,NA,NA,NA
47,Secure Operations (Industrial control systems),NA,NA,NA,NA,NA,NA
47,Secure System Architecture & Design,NA,NA,NA,NA,NA,NA
47,Secure System Architecture & Design (Industrial Control Systems),NA,NA,NA,NA,NA,NA
47,Secure System Development,NA,NA,NA,NA,NA,NA
47,Secure System Development (Industrial Control Systems),NA,NA,NA,NA,NA,NA
47,Security Testing,NA,NA,NA,NA,NA,NA
47,Vulnerability Management,NA,NA,NA,NA,NA,NA
48,Cryptography & Communications Security (Cryptographer),NA,NA,NA,NA,NA,NA
48,Cryptography & Communications Security (Secure Communications Operator),NA,NA,NA,NA,NA,NA
48,Cyber Security Audit & Assurance,NA,NA,NA,NA,NA,NA
48,Cyber Security Governance & Risk Management,NA,NA,NA,NA,NA,NA
48,Cyber Security Governance & Risk Management (Industrial Control Systems),NA,NA,NA,NA,NA,NA
48,Cyber Security Management,NA,NA,NA,NA,NA,NA
48,Cyber Threat Intelligence,NA,NA,NA,NA,NA,NA
48,Data Protection & Privacy,NA,NA,NA,NA,NA,NA
48,Digital Forensics,NA,NA,NA,NA,NA,NA
48,Digital Forensics (Industrial Control Systems),NA,NA,NA,NA,NA,NA
48,Identity & Access Management,NA,NA,NA,NA,NA,NA
48,Incident response,NA,NA,NA,NA,NA,NA
48,Incident response (Industrial Control Systems),NA,NA,NA,NA,NA,NA
48,Network Monitoring & Intrusion Detection,NA,NA,NA,NA,NA,NA
48,Secure Operations,NA,NA,NA,NA,NA,NA
48,Secure Operations (Industrial control systems),NA,NA,NA,NA,NA,NA
48,Secure System Architecture & Design,NA,NA,NA,NA,NA,NA
48,Secure System Architecture & Design (Industrial Control Systems),NA,NA,NA,NA,NA,NA
48,Secure System Development,NA,NA,NA,NA,NA,NA
48,Secure System Development (Industrial Control Systems),NA,NA,NA,NA,NA,NA
48,Security Testing,NA,NA,NA,NA,NA,NA
48,Vulnerability Management,NA,NA,NA,NA,NA,NA
49,Cryptography & Communications Security (Cryptographer),NA,NA,NA,NA,NA,NA
49,Cryptography & Communications Security (Secure Communications Operator),NA,NA,NA,NA,NA,NA
49,Cyber Security Audit & Assurance,NA,NA,NA,NA,NA,NA
49,Cyber Security Governance & Risk Management,NA,NA,NA,NA,NA,NA
49,Cyber Security Governance & Risk Management (Industrial Control Systems),NA,NA,NA,NA,NA,NA
49,Cyber Security Management,NA,NA,NA,NA,NA,NA
49,Cyber Threat Intelligence,NA,NA,NA,NA,NA,NA
49,Data Protection & Privacy,NA,NA,NA,NA,NA,NA
49,Digital Forensics,NA,NA,NA,NA,NA,NA
49,Digital Forensics (Industrial Control Systems),NA,NA,NA,NA,NA,NA
49,Identity & Access Management,NA,NA,NA,NA,NA,NA
49,Incident response,NA,NA,NA,NA,NA,NA
49,Incident response (Industrial Control Systems),NA,NA,NA,NA,NA,NA
49,Network Monitoring & Intrusion Detection,NA,NA,NA,NA,NA,NA
49,Secure Operations,NA,NA,NA,NA,NA,NA
49,Secure Operations (Industrial control systems),NA,NA,NA,NA,NA,NA
49,Secure System Architecture & Design,NA,NA,NA,NA,NA,NA
49,Secure System Architecture & Design (Industrial Control Systems),NA,NA,NA,NA,NA,NA
49,Secure System Development,NA,NA,NA,NA,NA,NA
49,Secure System Development (Industrial Control Systems),NA,NA,NA,NA,NA,NA
49,Security Testing,NA,NA,NA,NA,NA,NA
49,Vulnerability Management,NA,NA,NA,NA,NA,NA
50,Cryptography & Communications Security (Cryptographer),NA,NA,NA,NA,NA,NA
50,Cryptography & Communications Security (Secure Communications Operator),NA,NA,NA,NA,NA,NA
50,Cyber Security Audit & Assurance,NA,NA,NA,NA,NA,NA
50,Cyber Security Governance & Risk Management,NA,NA,NA,NA,NA,NA
50,Cyber Security Governance & Risk Management (Industrial Control Systems),NA,NA,NA,NA,NA,NA
50,Cyber Security Management,NA,NA,NA,NA,NA,NA
50,Cyber Threat Intelligence,NA,NA,NA,NA,NA,NA
50,Data Protection & Privacy,NA,NA,NA,NA,NA,NA
50,Digital Forensics,NA,NA,NA,NA,NA,NA
50,Digital Forensics (Industrial Control Systems),NA,NA,NA,NA,NA,NA
50,Identity & Access Management,NA,NA,NA,NA,NA,NA
50,Incident response,NA,NA,NA,NA,NA,NA
50,Incident response (Industrial Control Systems),NA,NA,NA,NA,NA,NA
50,Network Monitoring & Intrusion Detection,NA,NA,NA,NA,NA,NA
50,Secure Operations,NA,NA,NA,NA,NA,NA
50,Secure Operations (Industrial control systems),NA,NA,NA,NA,NA,NA
50,Secure System Architecture & Design,NA,NA,NA,NA,NA,NA
50,Secure System Architecture & Design (Industrial Control Systems),NA,NA,NA,NA,NA,NA
50,Secure System Development,NA,NA,NA,NA,NA,NA
50,Secure System Development (Industrial Control Systems),NA,NA,NA,NA,NA,NA
50,Security Testing,NA,NA,NA,NA,NA,NA
50,Vulnerability Management,NA,NA,NA,NA,NA,NA
51,Cryptography & Communications Security (Cryptographer),NA,NA,NA,NA,NA,NA
51,Cryptography & Communications Security (Secure Communications Operator),NA,NA,NA,NA,NA,NA
51,Cyber Security Audit & Assurance,NA,NA,NA,NA,NA,NA
51,Cyber Security Governance & Risk Management,NA,NA,NA,NA,NA,NA
51,Cyber Security Governance & Risk Management (Industrial Control Systems),NA,NA,NA,NA,NA,NA
51,Cyber Security Management,NA,NA,NA,NA,NA,NA
51,Cyber Threat Intelligence,NA,NA,NA,NA,NA,NA
51,Data Protection & Privacy,NA,NA,NA,NA,NA,NA
51,Digital Forensics,NA,NA,NA,NA,NA,NA
51,Digital Forensics (Industrial Control Systems),NA,NA,NA,NA,NA,NA
51,Identity & Access Management,NA,NA,NA,NA,NA,NA
51,Incident response,NA,NA,NA,NA,NA,NA
51,Incident response (Industrial Control Systems),NA,NA,NA,NA,NA,NA
51,Network Monitoring & Intrusion Detection,NA,NA,NA,NA,NA,NA
51,Secure Operations,NA,NA,NA,NA,NA,NA
51,Secure Operations (Industrial control systems),NA,NA,NA,NA,NA,NA
51,Secure System Architecture & Design,NA,NA,NA,NA,NA,NA
51,Secure System Architecture & Design (Industrial Control Systems),NA,NA,NA,NA,NA,NA
51,Secure System Development,NA,NA,NA,NA,NA,NA
51,Secure System Development (Industrial Control Systems),NA,NA,NA,NA,NA,NA
51,Security Testing,NA,NA,NA,NA,NA,NA
51,Vulnerability Management,NA,NA,NA,NA,NA,NA
52,Cryptography & Communications Security (Cryptographer),NA,NA,NA,NA,NA,NA
52,Cryptography & Communications Security (Secure Communications Operator),NA,NA,NA,NA,NA,NA
52,Cyber Security Audit & Assurance,NA,NA,NA,NA,NA,NA
52,Cyber Security Governance & Risk Management,NA,NA,NA,NA,NA,NA
52,Cyber Security Governance & Risk Management (Industrial Control Systems),NA,NA,NA,NA,NA,NA
52,Cyber Security Management,NA,NA,NA,NA,NA,NA
52,Cyber Threat Intelligence,NA,NA,NA,NA,NA,NA
52,Data Protection & Privacy,NA,NA,NA,NA,NA,NA
52,Digital Forensics,NA,NA,NA,NA,NA,NA
52,Digital Forensics (Industrial Control Systems),NA,NA,NA,NA,NA,NA
52,Identity & Access Management,NA,NA,NA,NA,NA,NA
52,Incident response,NA,NA,NA,NA,NA,NA
52,Incident response (Industrial Control Systems),NA,NA,NA,NA,NA,NA
52,Network Monitoring & Intrusion Detection,NA,NA,NA,NA,NA,NA
52,Secure Operations,NA,NA,NA,NA,NA,NA
52,Secure Operations (Industrial control systems),NA,NA,NA,NA,NA,NA
52,Secure System Architecture & Design,NA,NA,NA,NA,NA,NA
52,Secure System Architecture & Design (Industrial Control Systems),NA,NA,NA,NA,NA,NA
52,Secure System Development,NA,NA,NA,NA,NA,NA
52,Secure System Development (Industrial Control Systems),NA,NA,NA,NA,NA,NA
52,Security Testing,NA,NA,NA,NA,NA,NA
52,Vulnerability Management,NA,NA,NA,NA,NA,NA
53,Cryptography & Communications Security (Cryptographer),NA,NA,NA,NA,NA,NA
53,Cryptography & Communications Security (Secure Communications Operator),NA,NA,NA,NA,NA,NA
53,Cyber Security Audit & Assurance,NA,NA,NA,NA,NA,NA
53,Cyber Security Governance & Risk Management,NA,NA,NA,NA,NA,NA
53,Cyber Security Governance & Risk Management (Industrial Control Systems),NA,NA,NA,NA,NA,NA
53,Cyber Security Management,NA,NA,NA,NA,NA,NA
53,Cyber Threat Intelligence,NA,NA,NA,NA,NA,NA
53,Data Protection & Privacy,NA,NA,NA,NA,NA,NA
53,Digital Forensics,NA,NA,NA,NA,NA,NA
53,Digital Forensics (Industrial Control Systems),NA,NA,NA,NA,NA,NA
53,Identity & Access Management,NA,NA,NA,NA,NA,NA
53,Incident response,NA,NA,NA,NA,NA,NA
53,Incident response (Industrial Control Systems),NA,NA,NA,NA,NA,NA
53,Network Monitoring & Intrusion Detection,NA,NA,NA,NA,NA,NA
53,Secure Operations,NA,NA,NA,NA,NA,NA
53,Secure Operations (Industrial control systems),NA,NA,NA,NA,NA,NA
53,Secure System Architecture & Design,NA,NA,NA,NA,NA,NA
53,Secure System Architecture & Design (Industrial Control Systems),NA,NA,NA,NA,NA,NA
53,Secure System Development,NA,NA,NA,NA,NA,NA
53,Secure System Development (Industrial Control Systems),NA,NA,NA,NA,NA,NA
53,Security Testing,NA,NA,NA,NA,NA,NA
53,Vulnerability Management,NA,NA,NA,NA,NA,NA
54,Cryptography & Communications Security (Cryptographer),NA,NA,NA,NA,NA,NA
54,Cryptography & Communications Security (Secure Communications Operator),NA,NA,NA,NA,NA,NA
54,Cyber Security Audit & Assurance,NA,NA,NA,NA,NA,NA
54,Cyber Security Governance & Risk Management,NA,NA,NA,NA,NA,NA
54,Cyber Security Governance & Risk Management (Industrial Control Systems),NA,NA,NA,NA,NA,NA
54,Cyber Security Management,NA,NA,NA,NA,NA,NA
54,Cyber Threat Intelligence,NA,NA,NA,NA,NA,NA
54,Data Protection & Privacy,NA,NA,NA,NA,NA,NA
54,Digital Forensics,NA,NA,NA,NA,NA,NA
54,Digital Forensics (Industrial Control Systems),NA,NA,NA,NA,NA,NA
54,Identity & Access Management,NA,NA,NA,NA,NA,NA
54,Incident response,NA,NA,NA,NA,NA,NA
54,Incident response (Industrial Control Systems),NA,NA,NA,NA,NA,NA
54,Network Monitoring & Intrusion Detection,NA,NA,NA,NA,NA,NA
54,Secure Operations,NA,NA,NA,NA,NA,NA
54,Secure Operations (Industrial control systems),NA,NA,NA,NA,NA,NA
54,Secure System Architecture & Design,NA,NA,NA,NA,NA,NA
54,Secure System Architecture & Design (Industrial Control Systems),NA,NA,NA,NA,NA,NA
54,Secure System Development,NA,NA,NA,NA,NA,NA
54,Secure System Development (Industrial Control Systems),NA,NA,NA,NA,NA,NA
54,Security Testing,NA,NA,NA,NA,NA,NA
54,Vulnerability Management,NA,NA,NA,NA,NA,NA
55,Cryptography & Communications Security (Cryptographer),NA,NA,NA,NA,NA,NA
55,Cryptography & Communications Security (Secure Communications Operator),NA,NA,NA,NA,NA,NA
55,Cyber Security Audit & Assurance,NA,NA,NA,NA,NA,NA
55,Cyber Security Governance & Risk Management,NA,NA,NA,NA,NA,NA
55,Cyber Security Governance & Risk Management (Industrial Control Systems),NA,NA,NA,NA,NA,NA
55,Cyber Security Management,NA,NA,NA,NA,NA,NA
55,Cyber Threat Intelligence,NA,NA,NA,NA,NA,NA
55,Data Protection & Privacy,NA,NA,NA,NA,NA,NA
55,Digital Forensics,NA,NA,NA,NA,NA,NA
55,Digital Forensics (Industrial Control Systems),NA,NA,NA,NA,NA,NA
55,Identity & Access Management,NA,NA,NA,NA,NA,NA
55,Incident response,NA,NA,NA,NA,NA,NA
55,Incident response (Industrial Control Systems),NA,NA,NA,NA,NA,NA
55,Network Monitoring & Intrusion Detection,NA,NA,NA,NA,NA,NA
55,Secure Operations,NA,NA,NA,NA,NA,NA
55,Secure Operations (Industrial control systems),NA,NA,NA,NA,NA,NA
55,Secure System Architecture & Design,NA,NA,NA,NA,NA,NA
55,Secure System Architecture & Design (Industrial Control Systems),NA,NA,NA,NA,NA,NA
55,Secure System Development,NA,NA,NA,NA,NA,NA
55,Secure System Development (Industrial Control Systems),NA,NA,NA,NA,NA,NA
55,Security Testing,NA,NA,NA,NA,NA,NA
55,Vulnerability Management,NA,NA,NA,NA,NA,NA
56,Cryptography & Communications Security (Cryptographer),NA,NA,NA,NA,NA,NA
56,Cryptography & Communications Security (Secure Communications Operator),NA,NA,NA,NA,NA,NA
56,Cyber Security Audit & Assurance,NA,NA,NA,NA,NA,NA
56,Cyber Security Governance & Risk Management,NA,NA,NA,NA,NA,NA
56,Cyber Security Governance & Risk Management (Industrial Control Systems),NA,NA,NA,NA,NA,NA
56,Cyber Security Management,NA,NA,NA,NA,NA,NA
56,Cyber Threat Intelligence,NA,NA,NA,NA,NA,NA
56,Data Protection & Privacy,NA,NA,NA,NA,NA,NA
56,Digital Forensics,NA,NA,NA,NA,NA,NA
56,Digital Forensics (Industrial Control Systems),NA,NA,NA,NA,NA,NA
56,Identity & Access Management,NA,NA,NA,NA,NA,NA
56,Incident response,NA,NA,NA,NA,NA,NA
56,Incident response (Industrial Control Systems),NA,NA,NA,NA,NA,NA
56,Network Monitoring & Intrusion Detection,NA,NA,NA,NA,NA,NA
56,Secure Operations,NA,NA,NA,NA,NA,NA
56,Secure Operations (Industrial control systems),NA,NA,NA,NA,NA,NA
56,Secure System Architecture & Design,NA,NA,NA,NA,NA,NA
56,Secure System Architecture & Design (Industrial Control Systems),NA,NA,NA,NA,NA,NA
56,Secure System Development,NA,NA,NA,NA,NA,NA
56,Secure System Development (Industrial Control Systems),NA,NA,NA,NA,NA,NA
56,Security Testing,NA,NA,NA,NA,NA,NA
56,Vulnerability Management,NA,NA,NA,NA,NA,NA
